entidad,departamento_entidad,orden,nit_entidad,cantidad,suma_valor_contrato
COLEGIO DISTRITAL OLAYA,Atlántico,TERRITORIAL,802004115,2,8000000.0
POLICÍA NACIONAL  DEPARTAMENTO DE POLICÍA CASANARE,Casanare,TERRITORIAL,844000016,418,59354543934.0
CASA DEL VALLE GOBERNACION DEL VALLE,Bogotá DC,TERRITORIAL,8903990295,98,3534129046.0
CONTRALORIA DE BOGOTA,Bogotá DC,TERRITORIAL,800245133,2582,98185853891.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MELGAR,Tolima,NACIONAL,809003305,67,404894326.0
CORPORACIÓN AUTÓNOMA DEL RÍO GRANDE DE LA MAGDALENA,Bogotá DC,NACIONAL,829000127,317,25397372805.0
EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL SAGRADO CORAZON DE NORCASIA,Caldas,TERRITORIAL,810000912,31,265040340.0
MUNICIPIO EL CARMEN DE VIBORAL,Antioquia,TERRITORIAL,890982616,568,79039965926.0
INSTITUCION EDUCATIVA JUAN JOSE RONDON,Valle del Cauca,TERRITORIAL,835000578,2,0.0
INSTITUCION EDUCATIVA DISTRITAL PABLO DE TARSO,Bogotá DC,TERRITORIAL,830026136,6,31825000.0
EMPRESA DE PARQUES Y EVENTOS DE ANTIOQUIA  ACTIVA,Antioquia,TERRITORIAL,901437957,15,549263509.0
HOSPITAL DEPARTAMENTAL SAN ANTONIO DE VILLAMARIA ESE,Caldas,TERRITORIAL,890801944,1,0.0
CONTRALORIA GENERAL DE BOYACA,Boyacá,TERRITORIAL,891800721,43,382962006.0
SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL FONAM DTCA,Magdalena,NACIONAL,901037393,653,14442731040.0
PERSONERIA MUNICIPAL DE SABANETA,Antioquia,TERRITORIAL,890980331,39,1514564320.0
EMPRESA DE DESARROLLO URBANO DE PEREIRA  EDUP,Risaralda,TERRITORIAL,901065380,124,5042461244.0
SECRETARIA DE MOVILIDAD Y TRANSPORTE,Valle del Cauca,TERRITORIAL,890399029,568,23929643420.0
EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,Meta,TERRITORIAL,822002459,325,3898116907.0
INSTITUTO DE FINANCIAMIENTO PROMOCIÓN Y DESARROLLO DE MANIZALES  INFIMANIZALES,Caldas,TERRITORIAL,890801059,220,50162797844.0
CONTRALORIA GENERAL DEL DEPARTAMENTO DE SUCRE,Sucre,TERRITORIAL,892280017,49,770596945.0
CONTRALORIA GENERAL DE LA REPUBLICACGR GERENCIA DEPARTAMENTAL CASANARE,Casanare,NACIONAL,899999067,14,784126563.0
CONTRALORIA MUNICIPAL DE YUMBO,Valle del Cauca,TERRITORIAL,800190982,95,2146758433.0
CONTRALORÍA MUNICIPAL DE TULUÁ,Valle del Cauca,TERRITORIAL,900623073,57,710259332.0
Corporacion Universitaria Remington,Antioquia,NACIONAL,811005425,53,7152776356.0
SINDICATO DE TRABAJADORES DE CLINICAS Y HOSPITALES DEL DEPARTAMENTO DEL VALLE,Valle del Cauca,NACIONAL,805004136,1,461680.0
UNIDAD DE BUSQUEDA DE PERSONAS DADAS POR DESAPARECIDAS EN EL CONTEXTO Y EN RAZÓN DEL CONFLICTO ARMADO,Bogotá DC,NACIONAL,901158482,892,168581534336.0
MUNICIPIO DE ZETAQUIRA,Boyacá,TERRITORIAL,891802106,16,2189806485.0
INSTITUCIÓN EDUCATIVA TECNICA CUALAMANA,Tolima,TERRITORIAL,8090106727,2,2999800.0
LAS CEIBAS EMPRESAS PUBLICAS DE NEIVA ESP,Huila,TERRITORIAL,891180010,155,3774622075.0
MUNICIPIO DE GRANADA,Antioquia,TERRITORIAL,890983728,308,16877551389.0
ICBF REGIONAL CAUCA,Cauca,NACIONAL,899999239,1449,683859446940.0
INSTITUCION EDUCATIVA PASO NUEVO,Córdoba,NACIONAL,812002605,2,9850000.0
ALCALDÍA MUNICIPAL DE EL SOCORRO,Santander,TERRITORIAL,890203688,383,23145009584.0
HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO ESE,Meta,TERRITORIAL,892000501,1,0.0
DIRECCION DE SANIDAD EJERCITO DISPENSARIO MEDICO YOPAL,Casanare,NACIONAL,901540945,890,47361182382.0
CONTRALORIA GENERAL DE SANTIAGO DE CALI,Valle del Cauca,TERRITORIAL,800217831,445,7260296727.0
MUNICIPIO DE CHIQUIZA,Boyacá,TERRITORIAL,800099723,12,1802566070.0
MINISTERIO DE COMERCIO INDUSTRIA Y TURISMO,Bogotá DC,NACIONAL,830115297,1553,315672297065.0
IED GABRIEL GARCIA MARQUEZ,Atlántico,TERRITORIAL,802001387,1,5800000.0
ARMADA NACIONAL  BASE NAVAL ARC SAN ANDRES,"San Andrés, Providencia y Santa Catalina",NACIONAL,800141656,308,21658908737.0
DIRECCION DE ANTINARCOTICOS,Bogotá DC,NACIONAL,800141379,575,1094383431677.0
INSTITUTO COLOMBIANO AGROPECUARIO  SECCIONAL BOYACA,Boyacá,NACIONAL,899999069,53,1383561383.0
POLICIA METROPOLITANA DE BUCARAMANGA,Santander,TERRITORIAL,900233117,409,62198278069.0
INSTITUTO FINANCIERO PARA EL DESARROLLO DE SANTANDER,Santander,TERRITORIAL,890205565,234,5016096447.0
ESE HOSPITAL LA DIVINA MISERICORDIA,Bolívar,TERRITORIAL,900196347,5,95219364.0
PARQUES NACIONALES NATURALES DE COLOMBIA,Bogotá DC,NACIONAL,830016624,1527,83255558211.0
MUNICIPIO DE SANTO DOMINGO,Antioquia,TERRITORIAL,890983803,1,253281825.0
MUNICIPIO LA ARGENTINA,Huila,TERRITORIAL,891180205,2,265231009.0
ALCALDIA MUNICIPIO DE SANTANDER DE QUILICHAO,Cauca,TERRITORIAL,891500269,16,860566912.0
EPMSC VILLAVICENCIO,Meta,NACIONAL,892099122,314,9169249439.0
INSTITUCION EDUCATIVA LUIS EDGAR DURAN RAMIREZ MUNICIPIO DE PAICOL HUILA,Huila,TERRITORIAL,813012177,5,53166242.0
ESE HOSPITAL SAN FRANCISCO DE ASIS DE ANZA ANTIOQUIA,Antioquia,NACIONAL,890397282,1,7200000.0
GOBERNACIÓN DE RISARALDA,Risaralda,TERRITORIAL,891480085,5455,128329639895623.0
SERVICIO GEOLOGICO COLOMBIANO,Bogotá DC,NACIONAL,899999294,5022,713031734651.0
ALCALDIA LOCAL DE TEUSAQUILLO oficial,Bogotá DC,TERRITORIAL,899999061,995,59033510797.0
DISPENSARIO MEDICO DE MEDELLIN,Antioquia,NACIONAL,901541037,2391,463434274953.0
DEPARTAMENTO DE POLICIA CAQUETA  POLICIA NACIONAL DE COLOMBIA,Caquetá,NACIONAL,800140607,474,22835059790.0
RESGUARDO INDIGENA ARHUACO DE LA SIERRA NEVADA,Cesar,TERRITORIAL,824002015,158,14457606546.0
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS DE BOGOTA,Bogotá DC,TERRITORIAL,899999061,2695,216046922156.0
CORPORACION CULTURA MUNICIPAL DE VILLAVICENCIO CORCUMVI,Meta,TERRITORIAL,822001245,297,5746488998.0
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO ALVAREZ RESTREPO,Antioquia,TERRITORIAL,890981135,5,26902333.0
ALCALDIA MUNICIPAL DE GUASCA,Cundinamarca,TERRITORIAL,899999442,1,378925596.0
INSTITUCIÓN EDUCATIVA PLAYA RICA,Tolima,TERRITORIAL,900031601,2,2860000.0
EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO ADMINISTRADORA DEL MONOPOLIO RENTISTICO DE LOS JUEGOS DE SUERTE Y AZAR,Bogotá DC,NACIONAL,900505060,772,428616047647.0
INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,Risaralda,TERRITORIAL,816000910,1,0.0
AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN,Bogotá DC,NACIONAL,900477169,6363,613010523939.0
UNIVERSIDAD DE NARIÑO,Nariño,TERRITORIAL,800118954,1,0.0
ALCALDIA MUNICIPAL DE VILLETA,Cundinamarca,TERRITORIAL,899999312,504,25338323656.0
CENTRO DE VIDA CASA DE BIENESTAR DEL ANCIANO MUNICIPIO MOTAVITA,Boyacá,TERRITORIAL,820002922,5,516325000.0
INSTITUTO DE CULTURA Y TURISMO DE BOLIVAR,Bolívar,TERRITORIAL,900673958,179,13332203674.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MAGANGUE,Bolívar,NACIONAL,806003190,49,251404044.0
ALCALDÍA MUNICIPIO DE HERVEO,Tolima,TERRITORIAL,800100057,34,4675513252.0
INSTITUCION EDUCATIVA RURAL AVENIDA EL CARAÑO,Caquetá,NACIONAL,828002097,1,28000000.0
ALCALDÍA MUNICIPAL DE PATÍA,Cauca,TERRITORIAL,891502194,22,3280376179.0
CANAL REGIONAL DE TELEVISION TEVEANDINA LTDA,Bogotá DC,NACIONAL,830005370,2,4605577.0
ARMADA NACIONAL BASE NAVAL ARC MALAGA,Valle del Cauca,NACIONAL,800141658,532,69640902194.0
INSTITUCION EDUCATIVA  DEPARTAMENTAL LAS VILLAS COGUA,Cundinamarca,TERRITORIAL,832002169,1,1060000.0
INSTITUCION EDUCATIVA MARIA AUXILIADORA1,Valle del Cauca,TERRITORIAL,805027286,3,6963500.0
PERSONERIA MUNICIPAL DE INIRIDA,Guainía,TERRITORIAL,7180873,5,41267075.0
HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIVERSITARIO DEL VALLE ESE,Valle del Cauca,TERRITORIAL,890304155,36,1809787636.0
ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,Bolívar,TERRITORIAL,890480184,12832,882846816366617.0
MUNICIPIO DE PAYA,Boyacá,TERRITORIAL,800065411,39,4543633313.0
UNIDAD PRESTADORA DE SALUD CÓRDOBA,Córdoba,NACIONAL,900800975,389,20287008555.0
INSTITUTO COLOMBIANO AGROPECUARIO  SECCIONAL  AMAZONAS,Amazonas,NACIONAL,899999069,9,200148200.0
MUNICIPIO DE LA PEÑA CUNDINAMARCA,Cundinamarca,TERRITORIAL,899999721,7,1049006020.0
EMPRESA PUBLICA DE ALCANTARILLADO DE SANTANDER SA ESP,Santander,NACIONAL,900115931,2,0.0
MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES DE COLOMBIA,Bogotá DC,NACIONAL,899999053,120,105042261178.0
EMPRESA PARA EL DESARROLLO TERRITORIAL PROYECTA,Quindío,TERRITORIAL,8010048830,1,0.0
ESE HOSPITAL LOCAL EL RETEN,Magdalena,TERRITORIAL,819001796,1,0.0
CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC VALLEDUPAR,Cesar,NACIONAL,900059309,409,31110993944.0
EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ DE PUERTO BOYACA,Boyacá,TERRITORIAL,891800570,7,36200000.0
INSTITUTO DE DEPORTE Y RECREACIÓN DEL MUNICIPIO DE SAN GIL,Santander,TERRITORIAL,900297213,81,939020998.0
CONCEJO MUNICIPIO DE IZA,Boyacá,TERRITORIAL,891856077,4,10401558.0
INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,Bogotá DC,NACIONAL,899999048,719,496790208046.0
CONTRALORIA GENERAL DE LA REPUBLICA,Bogotá DC,NACIONAL,899999067,1820,406025078883.0
IET FRANCISCO DE PAULA SANTANDER,Atlántico,TERRITORIAL,802005379,3,13168780.0
COLEGIO AGUADA DE CEFERINO,Santander,NACIONAL,900055257,1,4000000.0
Oficina de Control Interno  Alcaldía de Tuluá,Valle del Cauca,TERRITORIAL,891900272,29,281100000.0
ALCALDIA MUNICIPAL DE BARANOA,Atlántico,TERRITORIAL,890112371,46,21021275109.0
EMPRESA SOCIAL DEL ESTADO SAN JUAN DE BETULIA,Sucre,TERRITORIAL,900169684,1,4200000.0
POLICIA METROPOLITANA DEL VALLE DE ABURRA,Antioquia,NACIONAL,800140985,470,87344122368.0
EMPRESA DE DESARROLLO SOSTENIBLE,Antioquia,TERRITORIAL,900974762,1,15828709766.0
CORPORACIÓN CONNECT BOGOTÁ REGIÓN,Bogotá DC,NACIONAL,900458879,2,0.0
INSTITUCION EDUCATIVA BARRIO SANTANDER,Antioquia,TERRITORIAL,811019724,5,20261380.0
COMPUTADORES PARA EDUCAR,Bogotá DC,NACIONAL,830079479,703,182009726514.0
BATALLÓN DE COMANDO Y APOYO DE IM No2,Valle del Cauca,NACIONAL,835001359,7,44789761.0
GESTORA URBANA BANCO INMOBILIARIO DE IBAGUE,Tolima,TERRITORIAL,809009742,280,6552738676.0
EMPRESA DE DESARROLLO URBANO Y HABITAT,Antioquia,TERRITORIAL,900272057,12,222830643.0
TERMINAL DE TRANSPORTES DE MANIZALES SA,Caldas,TERRITORIAL,8908032858,17,232644777.0
ALCALDÍA MUNICIPAL DE CHINAVITA,Boyacá,TERRITORIAL,891801357,8,1085688248.0
SOCIEDAD DE TELEVISIÓN DE LAS ISLAS LTDA,"San Andrés, Providencia y Santa Catalina",TERRITORIAL,827000481,5,304265709.0
CONCEJO MUNICIPAL CHIA,Cundinamarca,TERRITORIAL,900233350,40,729995687.0
INSTITUCION EDUCATIVA JUAN DE AMPUDIA,Valle del Cauca,TERRITORIAL,805009385,4,16601100.0
PERSONERIA DE JERICO,Antioquia,TERRITORIAL,8909810695,2,36586666.0
INSTITUTO PARA EL DEPORTE Y LA RECREACIÓN DE SABANETA,Antioquia,TERRITORIAL,890982641,445,5715852609.0
Cabildo Arhuaco del Magdalena y Guajira Sierra Nevada,Magdalena,TERRITORIAL,9010719693,3,0.0
INSTITUCIÓN EDUCATIVA MANUEL MARIA MALLARINO,Valle del Cauca,TERRITORIAL,800175490,15,72811800.0
INSTITUTO COLOMBIANO AGROPECUARIO ICA  SECCIONAL SAN ANDRES,"San Andrés, Providencia y Santa Catalina",NACIONAL,89999969,7,184281839.0
SUPERINTENDENCIA DE SOCIEDADES,No Definido,NACIONAL,899999086,916,69502585964.0
CÁRCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE TUNJA,Boyacá,TERRITORIAL,820003774,136,907347221.0
FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Bogotá DC,NACIONAL,899999734,324,8344605550.0
INSTITUCION EDUCATIVA JOSE MARIA CORDOBA,Córdoba,TERRITORIAL,812002246,2,8500000.0
ESAP TERRITORIAL TOLIMA,Tolima,NACIONAL,800117541,433,6015418370.0
CONCEJO MUNICIPAL DE CAJICÁ,Cundinamarca,TERRITORIAL,899999465,2,95591226.0
PERSONERIA MUNICIPAL SABANA DE TORRES,Santander,TERRITORIAL,829001149,1,5500000.0
ALCALDIA DEL MUNICIPIO DE AGUAZUL,Casanare,TERRITORIAL,891855200,29,14580758649.0
MUNICIPIO DE TOGUI,Boyacá,TERRITORIAL,800062255,12,2379940041.0
INSTITUTO DEPARTAMENTAL DE DEPORTES DE ANTIOQUIA,Antioquia,NACIONAL,811007127,902,122355125999.0
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL DE ANTIOQUIA,Antioquia,NACIONAL,811038085,46,363484548.0
MUNICIPIO DE COMBITA,Boyacá,TERRITORIAL,891801932,31,5097853362.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE NEIVA,Huila,NACIONAL,813001835,144,4707720106.0
CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL TOLEMAIDA,Cundinamarca,NACIONAL,800131049,911,95960051710.0
ALCALDÍA  MUNICIPIO DE SIACHOQUE,Boyacá,TERRITORIAL,891801911,15,4978804749.0
HOSPITAL SAN JUAN BOSCO,Cesar,NACIONAL,824000450,97,582092687.0
ESE HOSPITAL CRISTIAN MORENO,Cesar,TERRITORIAL,824000426,1,0.0
HOSPITAL SAN VICENTE DE PAUL FRESNO TOLIMA,Tolima,TERRITORIAL,890700901,5,7500000.0
SANTIAGO DE CALI DISTRITO ESPECIAL  DEPARTAMENTO ADMINISTRATIVO DE PLANEACIÓN,Valle del Cauca,TERRITORIAL,890399011,3516,112893929801.0
CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA  CORALINA,"San Andrés, Providencia y Santa Catalina",CORPORACIÓN AUTÓNOMA,827000031,109,1158125699.0
EMPRESA DE SERVICIOS PUBLICOS DEL DISTRITO DE SANTA MARTA  ESSMAR ESP,Magdalena,TERRITORIAL,800181106,20,6195599321.0
AGENCIA PARA LA GESTIÓN DEL PAISAJE EL PATRIMONIO Y LAS ALIANZAS PÚBLICO PRIVADAS  APP,No Definido,TERRITORIAL,900623766,466,38338476210.0
EMPRESA DE SERVICIOS PUBLICOS DE SAN FRANCISCO SAS ESP,Cundinamarca,TERRITORIAL,900358638,18,239930600.0
INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SAN ANTONIO DE PADUA,Atlántico,TERRITORIAL,900137504,1,3404800.0
ALCALDIA DE EL CARMEN DE BOLIVAR,Bolívar,TERRITORIAL,890480022,11,562584781928.0
EMPRESA DE SERVICIOS PUBLICOS DE CHIA ESP,Cundinamarca,TERRITORIAL,899999714,8,306996362.0
ESE INSTITUTO DE SALUD DE BUCARAMANGA,Santander,TERRITORIAL,800084206,583,7623293542.0
ESAP TERRITORIAL VALLE DEL CAUCA,Valle del Cauca,NACIONAL,800117545,376,5847045549.0
CUERPO DE BOMBEROS OFICIAL DE MONTERIA,Córdoba,TERRITORIAL,800211751,31,2251120781.0
DIRECCION TERRITORIAL DE SUCRE DE MINISTERIO DEL TRABAJO,Sucre,TERRITORIAL,823003505,30,191623633.0
EMPRESA DE DESARROLLO TERRITORIAL URBANO Y RURAL DE RISARALDA  EDUR,Risaralda,TERRITORIAL,900118630,24,1717395132.0
INSTITUCION EDUCATIVA RURAL SANPEREGRINO MANIZALES,Caldas,CORPORACIÓN AUTÓNOMA,890807930,15,19680421.0
AUTORIDAD NACIONAL DE TELEVISION EN LIQUIDACION,Bogotá DC,NACIONAL,900517646,968,91288482028.0
COMANDO DE APOYO LOGÍSTICO DE INFANTERIA DE MARINA,Bogotá DC,NACIONAL,830027117,6,1540971750.0
ESE HOSPITAL SANTAMARIA,Antioquia,TERRITORIAL,890905198,21,266600880.0
INSTITUCIÓN EDUCATIVA SAN PEDRO CLAVER,Antioquia,TERRITORIAL,811022437,3,13812350.0
HOSPITAL MILITAR CENTRAL,Bogotá DC,NACIONAL,830040256,6722,1146513338072.0
DIRECCION DE TRANSITO Y TRANSPORTE DE FLORIDABLANCA,Santander,TERRITORIAL,800115171,381,5207329845.0
GRUPO AEREO DEL AMAZONAS,Amazonas,NACIONAL,900465019,101,3601543616.0
MINISTERIO DEL TRABAJO TERRITORIAL MAGDALENA,Magdalena,TERRITORIAL,800226041,37,869421468.0
UNIDAD PARA LAS VÍCTIMAS  FONDO PARA LA REPARACIÓN DE LAS VÍCTIMAS,Bogotá DC,NACIONAL,900490473,526,144554786327.0
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA RITA DE CASIA DE TIPACOQUE,Boyacá,TERRITORIAL,8260027651,8,29246000.0
INSTITUCION EDUCATIVA JORGE ROBLEDO,Antioquia,TERRITORIAL,811019634,2,3321400.0
EMPRESAS PUBLICAS DEL QUINDIO SA ESP,Quindío,TERRITORIAL,800063823,19,1498104252.0
CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL,Norte de Santander,CORPORACIÓN AUTÓNOMA,890505253,2481,101559148484.0
FONDO DE SERVICIOS EDUCATIVOS COLEGIO CAMPESTRE JAIME GARZON INSTITUCION EDUCATIVA DISTRITAL,Bogotá DC,TERRITORIAL,830114059,1,0.0
EMPRESA PRESTADORA DEL SERVICIO PUBLICO DOMICILIARIO DE ASEO ESP,Antioquia,TERRITORIAL,811022269,81,2998896496.0
MUNICIPIO DE GUATAVITA,Cundinamarca,TERRITORIAL,899999395,1,151004230.0
CONTRALORIA GENERAL DE LA REPUBLICA  CGR  UNIDAD DE SEGUIMIENTO Y AUDITORIA REGALIAS,Bogotá DC,NACIONAL,899999067,241,12232361977.0
CORPORACION CENTRO PROVINCIAL DE GESTION AGROEMPRESARIAL DEL SUR DEL DEPARTAMENTO DEL HUILA,Huila,NACIONAL,813013649,21,259794271.0
FABRICA DE LICORES DEL TOLIMA,Tolima,TERRITORIAL,890704763,488,23202597689.0
ESE CENTRO DE SALUD PUERTO PARRA,Santander,TERRITORIAL,829003945,10,51521300.0
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO JOSE CAMACHO,Valle del Cauca,TERRITORIAL,805026755,2,89682001.0
HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ ESE,Antioquia,TERRITORIAL,890904646,1,470624099.0
INSTITUCION EDUCATIVA RURAL FRAY MARTIN DE PORRES,Antioquia,TERRITORIAL,811027700,4,48614537.0
ALCALDIA MUNICIPAL DE CHIPATA,Santander,TERRITORIAL,890208098,1,320904002.0
MUNICIPIO DE TIBÚ,Norte de Santander,TERRITORIAL,800070682,6,390300000.0
ALCALDÍA MUNICIPIO DE ARANZAZU,Caldas,TERRITORIAL,890801142,10,1054686234.0
INSTITUTO COLOMBIANO AGROPECUARIO ICA  SECCIONAL META,Meta,TERRITORIAL,899999069,42,410934041.0
ALCALDIA MUNICIPAL TAUSA,Cundinamarca,TERRITORIAL,899999481,17,1142348224.0
COLEGIO RURAL JOSE CELESTINO MUTIS INSTITUCION EDUCATIVA DISTRITAL,Bogotá DC,TERRITORIAL,830041647,2,0.0
GOBERNACION DEL CAQUETA,Caquetá,TERRITORIAL,800091594,2361,313412389095.0
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL VAUPÉS,Vaupés,TERRITORIAL,830115226,6,57521287.0
COLEGIO ANDRES BELLO,Norte de Santander,TERRITORIAL,800188261,1,2660950.0
INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,Tolima,TERRITORIAL,800079926,2,3780000.0
Alcaldia Municipal de Sutamarchan,Boyacá,TERRITORIAL,800030988,10,1455421517.0
ALCALDIA MUNICIPIO DE CAJICA,Cundinamarca,TERRITORIAL,899999465,1312,139349271924.0
UARIVUNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,Bogotá DC,NACIONAL,900490473,6655,1180904032604.0
MUNICIPIO DE ABEJORRAL,Antioquia,TERRITORIAL,890981195,9,5687617352.0
ALCALDIA DEL MUNICIPIO DEL LA VICTORIA,Boyacá,TERRITORIAL,800006541,6,375944195.0
MUNICIPIO DE PUERTO COLOMBIA,Atlántico,TERRITORIAL,800094386,390,641047091210920.0
MUNICIPIO DE GUAYATA,Boyacá,TERRITORIAL,891800896,34,3120235514.0
ESE HOSPITAL SAN VICENTE DE PAUL,Antioquia,TERRITORIAL,890981561,2,11706751.0
SENA REGIONAL DISTRITO CAPITAL Grupo de Apoyo Administrativo Mixto CSF,Bogotá DC,NACIONAL,899999034,3426,151771899077.0
Empresa Nacional Promotora del Desarrollo Territorial  ENTerritorio,Bogotá DC,NACIONAL,899999316,8894,477710202991913.0
AGENCIA DE COMERCIALIZACION E INOVACION PARA EL DESARROLLO DE CUNDINAMARCA,Bogotá DC,TERRITORIAL,901486723,317,47714765082.0
DAYRA GISELA DAZA BLANCO,Santander,NO DEFINIDO,1098612966,1,14000000.0
EMPRESA DE SERVICIOS PUBLICOS DE SAN DIEGO EMPOSANDIEGO ESP,Cesar,TERRITORIAL,824002284,2,3000000.0
INSTITUCION EDUCATIVA SOR JUANA INES DE LA CRUZ,Antioquia,TERRITORIAL,811026976,3,13914827.0
EMPRESA SOCIAL DEL ESTADO BELLOSALUD,Antioquia,TERRITORIAL,800174995,19,871933304.0
INSTITUTO COLOMBIANO AGROPECUARIO  SECCIONAL CUNDINAMARCA,Cundinamarca,NACIONAL,899999069,45,1776598542.0
MUNICIPIO SAN JOSÉ DEL GUAVIARE,Guaviare,TERRITORIAL,800103180,24,3980528902.0
SENA REGIONAL BOLIVAR Grupo de Apoyo Administrativo Mixto,Bolívar,NACIONAL,899999034,3040,100445396402.0
DEPARTAMENTO DE POLICIA VICHADA  AREA SANIDAD,Vichada,NACIONAL,842000015,88,1090534006.0
INSTITUTO MUNICIPAL DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANAINVICOP,Antioquia,TERRITORIAL,900159905,2,10008950.0
DEPARTAMENTO DE POLICÍA URABÁ  UNIDAD PRESTADORA DE SALUD,Antioquia,NACIONAL,800141103,129,3493800620.0
INSTITUCION EDUCATIVA ALFONSO LOPEZ,Antioquia,TERRITORIAL,811027549,1,3000000.0
ALCALDIA LOCAL RAFAEL URIBE URIBE,Bogotá DC,TERRITORIAL,899999061,1597,219449992103.0
IE EMILIO CIFUENTES FACATATIVÁ,Cundinamarca,TERRITORIAL,860029158,2,0.0
INSTITUCION EDUCATIVA DEPARTAMENTAL GUSTAVO URIBE RAMIREZ,Cundinamarca,TERRITORIAL,800157431,1,0.0
CENTRO DE COMERCIO Y SERVICIOS  SENA REGIONAL CAUCA,Cauca,NACIONAL,899999034,1077,32927011571.0
MUNICIPIO DE VENECIA ANTIOQUIA,Antioquia,TERRITORIAL,890980764,315,22372021932.0
CAJA DE SUELDOS DE RETIRO DE LA POLICIA NACIONAL,Bogotá DC,NACIONAL,899999073,1504,144821261709.0
Fideicomiso Fondo Nacional de Salud PPL,Bogotá DC,NACIONAL,901495943,5,3688351841.0
INSTITUCION EDUCATIVA AGRICOLA VICTOR MANUEL OROZCO,Antioquia,TERRITORIAL,890982062,1,5800000.0
MUNICIPIO DE CABRERA  JULIO MORENO CORREA,Cundinamarca,TERRITORIAL,890680107,12,988755517.0
INSTITUTO MUNICIPAL DE CULTURA DE YUMBO,Valle del Cauca,TERRITORIAL,890330180,200,7301378008.0
MUNICIPIO DE SOCOTA,Boyacá,NACIONAL,800026911,41,7230763629.0
DEPARTAMENTO DE CUNDINAMARCASECRETARIA DE LA MUJER Y EQUIDAD DE GENERO,Cundinamarca,NACIONAL,899999114,310,20434558097.0
PIEDEMONTE EICM Empresa de Desarrollo Urbano,Meta,TERRITORIAL,822004534,55,735250326.0
CONTRALORIA DEPARTAMENTAL DE SANANDRES,"San Andrés, Providencia y Santa Catalina",TERRITORIAL,800188052,70,3664183465.0
SENA DIRECCIÓN GENERAL Dirección Jurídica,Bogotá DC,NACIONAL,899999034,683,3704106401518.0
ARMADA NACIONAL  DIRECCIÓN ADMINISTRATIVA DADIN,Bogotá DC,NACIONAL,900039527,103,20091666689.0
ALCALDÍA MUNICIPAL DE NILO,Cundinamarca,TERRITORIAL,899999707,7,2870127856.0
ARMADA NACIONAL  BATALLON DE COMANDO Y APOYO DE INFANTERIA DE MARINA No6,Sucre,NACIONAL,800141688,344,43569698599.0
CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC EDUCACIÓN,Bogotá DC,NACIONAL,901440630,1105,38761256243.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CARTAGENA,Bolívar,NACIONAL,890480218,65,2051003241.0
GOBERNACION DEL VALLE DEL CAUCA  SECRETARIA DE EDUCACION,Valle del Cauca,TERRITORIAL,890399029,2521,222731483493.0
PERSONERIA DE MEDELLIN,Antioquia,TERRITORIAL,890905211,507,264923209146585.0
